Title,Artist,Creation Date,Image URL,Description,Price
Flute (broken into fifteen pieces),Unknown Artist,2nd-3rd century CE,https://nrs.harvard.edu/urn-3:HUAM:INV031242_dynmc,"Fragments range in size from 9.1 x 2.7 cm to 2.1 x 1.2 cm. Decorated with incised bands and, on one large piece, with a bead and double reel design.",1223.57
Lake Oahe,Larry Stark,2002,https://nrs.harvard.edu/urn-3:HUAM:INV049492_dynmc,,2561.19
Illustrated Manuscript of the Divan of Baki,Unknown Artist,1590-1600,https://nrs.harvard.edu/urn-3:huam:DDC112565_dynmc,"This manuscript of the Divan of Baki is copied in nastaliq script on more than 70 folios with 17 lines and 2 columns per page.  Baki (1526-1600) was an Ottoman poet and his Turkish divan (collected works) is composed of lyric odes (ghazals).  The beginning of this manuscript seems to be missing as other copies of Baki’s divan include odes dedicated to Sultan Suleyman I, Selim II and Murad III, under whom the poet Baki flourished, as well as the leading dignitaries such as the grand vizier, or the seyhulislam. The manuscript contains seven paintings displaying a close text and image relationship. Most of the poems end with verses addressed to Baki himself.  In four paintings, the poet Baki himself is depicted as an old man with an aquiline nose and gray beard wearing a large turban, most likely revealing his real life qualities.   
Illustrated folios:
6r: Baki compares himself to Farhad at carving stones of tribulation with his poetry
29v: Baki compares the stature of the youth to a cypress tree.
32r: Baki writes about dancing and pleasure.
42r: A man opens his chest to the arrows of a young man.
44v: Baki is served wine in a gathering in a garden.
47v: Two young men drink wine.
62: This folio is now loose and based on the catchwords and the text contained on it, it most likely belonged to the beginning of the manuscript. The painting depicts a historical event: The ten year old Safavid prince Haydar Mirza was sent to Istanbul from Qazvin in 1590 as a guarantor of peace between the Safavids and the Ottomans who had been at war since 1578. The poet Baki included an ode about this event to Murad III.
",1135.64
"Garden Scene (painting, verso), Text (recto), folio 78 from the Bustan by Sa`di, Written for Sultan `Abd al-`Aziz (1540-50) and Reworked for Emperor Jahangir (1605-27)",Shaykh Zada,c. 1531-1532,https://nrs.harvard.edu/urn-3:HUAM:DDC102259_dynmc,,6789.51
"Folio from a Qur'an: Sura 10: 60-61 (recto), Sura 10: 61-66 (verso), left-hand side of a bifolio",Unknown Artist,13th century,https://nrs.harvard.edu/urn-3:HUAM:75429_dynmc,,1856.5
Manuscript of the Forty Hadiths by Jami,Sultan Ahmad Haravi,1552,https://nrs.harvard.edu/urn-3:HUAM:DDC103868_dynmc,,8951.67
Square-Based Bell,Unknown Artist,1st century BCE-4th century CE,https://nrs.harvard.edu/urn-3:HUAM:LEG251242_dynmc,,5878.94
"Folio 3 from a Manuscript of the Qur'an: Frontispiece, Fatiha (verso),",Unknown Artist,1757-1758,https://nrs.harvard.edu/urn-3:HUAM:DDC101443_dynmc,,5847.17
Bell,Unknown Artist,6th century BCE-4th century CE,https://nrs.harvard.edu/urn-3:HUAM:LEG251172_dynmc,,1645.85
"Painting with Text (recto), Text (verso), folio 24 from a Manuscript of a Majmu`a of Persian Texts",Unknown Artist,16th-17th century,https://nrs.harvard.edu/urn-3:HUAM:DDC101893_dynmc,,4592.9
The Two Statues,Claude Gillot,1719,https://nrs.harvard.edu/urn-3:HUAM:INV187846_dynmc,,9440.05
Fish Eye,Larry Stark,2001,https://nrs.harvard.edu/urn-3:HUAM:INV049470_dynmc,,3204.44
"Ceramic, Globular Bell with Suspension Ring-Handle and with Stylized Flower and Scrolling Grapevine Decor",Unknown Artist,probably 17th century,https://nrs.harvard.edu/urn-3:HUAM:CARP08205_dynmc,,9065.86
The Ewe and the Bush,Claude Gillot,1719,https://nrs.harvard.edu/urn-3:HUAM:INV188169_dynmc,,6980.67
Lock and Dam,Larry Stark,2003,https://nrs.harvard.edu/urn-3:HUAM:INV049450_dynmc,,9445.06
"Painting (verso), folio 28 from a Manuscript of a Majmu`a of Persian Texts",Unknown Artist,16th-17th century,https://nrs.harvard.edu/urn-3:HUAM:30758_dynmc,,8523.56
Opinion,Nicolas Henri Tardieu,1719,https://nrs.harvard.edu/urn-3:HUAM:INV188178_dynmc,,6656.5
Minos and Death,Nicolas Henri Tardieu,1719,https://nrs.harvard.edu/urn-3:HUAM:INV188136_dynmc,,9893.57
"Notes (recto), Text (verso), folio 3 from a Manuscript of a Majmu`a of Persian Texts",Unknown Artist,16th-17th century,https://nrs.harvard.edu/urn-3:HUAM:DDC101927_dynmc,,9740.11
"Folio from a Qur'an: Sura 3: mid 20 - mid 23 (recto), Sura 3: mid 23 - end 25 (verso)",Unknown Artist,12th century,https://nrs.harvard.edu/urn-3:HUAM:DDC101165_dynmc,,4458.43
Illustrated manuscript of Khusraw and Shirin of Sheyhi,Unknown Artist,c. 1500,https://nrs.harvard.edu/urn-3:HUAM:764389,"This is an illustrated manuscript of the Khusraw and Shirin of Sheyhi, composed in Turkish. The small manuscript is copied in vocalized naskh in two columns and fifteen lines to a page. The manuscript is not paginated and a few folios are missing at the beginning. The two endpapers at the beginning and one at the end have been included in the folio numbering. There are six text-block size miniatures: 
Miniature 1, 48v: Shirin questions Shavur about the image of Khusraw.
Miniature 2, 92r: Khusraw and Shirin meet each other unexpectedly as they hunt.
Miniature 3, 109r: Khusraw's combat with the lion
Miniature 4, 149v: Farhad visits Shirin after carving a milk channel for her.
Miniature 5, 164v:  Farhad and the old woman
Miniature 6, 226r: Khusraw marries Shirin

",1923.93
"Sa`di's Visit to an Indian Temple (painting, recto), Text (verso), folio 119 from a Manuscript of the Bustan by Sa`di, Written for Sultan `Abd al-`Aziz (1540-50), Overpainting attributed to Bishndas for the Mughal Emperor Jahangir (r. 1605-27)",Shaykh Zada,1531-1532 (text); c. 1540 and c. 1620 (painting),https://nrs.harvard.edu/urn-3:HUAM:DDC102252_dynmc,,5230.54
"Falcon, illustrated folio from a manuscript of Manafi al-Hayawan (Benefits of Animals) of Ibn Bakhtishu
",Unknown Artist,1300s,https://nrs.harvard.edu/urn-3:HUAM:51545_dynmc,,5018.23
Manuscript of the Qur'an: Section (Juz') XIV,Unknown Artist,c. 1280,https://nrs.harvard.edu/urn-3:HUAM:DDC101463_dynmc,,6449.27
Waqf (deed of gift to a mosque),Unknown Artist,1617,https://nrs.harvard.edu/urn-3:HUAM:VRS15395_dynmc,,4407.79
"Folio from a Qur'an: Sura 50: begin 33 - mid 45 (recto), Sura 51:1 - begin 19 (verso)",Unknown Artist,1327,https://nrs.harvard.edu/urn-3:HUAM:72766_dynmc,,8976.31
Manuscript of Ghazals by Amir Khusraw and Jami,Unknown Artist,c. 1533,https://nrs.harvard.edu/urn-3:HUAM:DDC105270_dynmc,,9405.63
Square-Based Bell,Unknown Artist,1st century BCE-4th century CE,https://nrs.harvard.edu/urn-3:HUAM:LEG251174_dynmc,,2482.36
Sistrum Handle with the Head of Hathor,Unknown Artist,mid 8th-mid 4th century BCE,https://nrs.harvard.edu/urn-3:HUAM:71881_dynmc,,3260.73
"Folio from a Qur'an: Sura 77: 48 - 50 (recto), inscription (verso)",Unknown Artist,10th century,https://nrs.harvard.edu/urn-3:HUAM:CARP02053_dynmc,,4983.49
Still Dreamin,Larry Stark,2001,https://nrs.harvard.edu/urn-3:HUAM:INV049461_dynmc,,8500.53
"Folio from a Qur'an: Sura 39: 38 - mid 39 (recto), Sura 39: mid 39 - begin 41 (verso)",Unknown Artist,12th century,https://nrs.harvard.edu/urn-3:HUAM:CARP02109_dynmc,,6695.04
"Painting with Text (recto), Text (verso), folio 23 from a Manuscript of a Majmu`a of Persian Texts",Unknown Artist,16th-17th century,https://nrs.harvard.edu/urn-3:HUAM:DDC101892_dynmc,,1221.21
Illustrated Manuscript of the Khamsa by Amir Khusraw of Delhi (d. 1325),Unknown Artist,16th century,https://nrs.harvard.edu/urn-3:HUAM:DDC102478_dynmc,,1032.37
"Sultan Murad III (r. 1574-1595) in his Library (painting, recto; text, verso) illustrated folio from a manuscript of the Javahir al Ghara’ib Tarjomat Bahr al-‘Aja’ib  (Gems of Marvels: A Translation of the Sea of Wonders) by Mustafa Cenabi (Jannabi).",Unknown Artist,1582,https://nrs.harvard.edu/urn-3:HUAM:72219_dynmc,The manuscript was copied by Mustafa Hariri in 1582 (H. 990) according to the colophon.,8730.36
Three folios from a Shahnama,Unknown Artist,c. 1575,https://nrs.harvard.edu/urn-3:HUAM:DDC111575_dynmc,,8749.17
Drunk in the Water with 5 Friends and a Son,Larry Stark,2001,https://nrs.harvard.edu/urn-3:HUAM:INV049448_dynmc,,3369.87
"Lyskamm, Called the Cannibal, and the Twins Castor and Pollux",Emil Nolde,c. 1897,,"The postcard bears the printed signature ""E. Hansen."" 
Printed at l.l. : Nr. 16 Kunstverlag F. Killinger, Zürich.",8362.79
"Text (recto), Muzdalifa and al-Mash`ar al-Haram (painting with text, verso), folio 29 from a Manuscript of a Majmu`a of Persian Texts.",Unknown Artist,16th-17th century,https://nrs.harvard.edu/urn-3:HUAM:DDC101921_dynmc,,2936.5
"Folio from a Qur'an: Sura 87: end 19 - begin Sura 88: 1 - mid 6 (recto), Sura 88: mid 6 - mid 14 (verso), right-hand side of a bifolio",Unknown Artist,11th century,https://nrs.harvard.edu/urn-3:HUAM:CARP02036_dynmc,,2237.07
Rigi and Pilatus,Emil Nolde,c. 1897,,"The postcard bears the printed signature ""E. Hansen."" 
Printed in l.l.: F. Killinger, Zürich. 11.",4446.83
"Manuscript of Discourses on the Festivals of Saint Michael, with ninety-three paintings",Unknown Artist,16th-17th century,https://nrs.harvard.edu/urn-3:HUAM:DDC253339_dynmc,,8815.15
The Ass,Claude Gillot,1719,https://nrs.harvard.edu/urn-3:HUAM:INV187838_dynmc,,3869.45
Cymbal,Unknown Artist,mid 13th-early 10th century BCE,https://nrs.harvard.edu/urn-3:HUAM:DDC247738_dynmc,,5590.2
The Monkey Sailors,Charles Simonneau,1719,https://nrs.harvard.edu/urn-3:HUAM:INV187859_dynmc,,1233.66
"Apollo, Mercury, and the Shepherd",Charles Simonneau,1719,https://nrs.harvard.edu/urn-3:HUAM:INV187869_dynmc,,2548.96
Fishing Pier,Larry Stark,2003,https://nrs.harvard.edu/urn-3:HUAM:INV049421_dynmc,,4596.11
Terpsichora,Pietro Fontana,18th century,https://nrs.harvard.edu/urn-3:HUAM:INV173003_dynmc,,8178.69
Manuscript of Humay va Humayun by Khwaju Kirmani,Unknown Artist,c. 1530,https://nrs.harvard.edu/urn-3:HUAM:DDC105282_dynmc,,2374.41
"No. 1 Sketches from Nature, published by J. Harris",George Morland,1796,https://nrs.harvard.edu/urn-3:HUAM:INV206620_dynmc,,5724.5
"The Prophet Muhammad Converts Abu Bakr (painting, recto; text, verso), folio from a manuscript of Hafiz-i Abru's  Majma' al-Tawarikh (The Assembly of Histories)",Unknown Artist,c. 1425-1430,https://nrs.harvard.edu/urn-3:HUAM:61579_dynmc,,6783.96
The Ox and the Mite,Claude Gillot,1719,https://nrs.harvard.edu/urn-3:HUAM:INV188292_dynmc,,7519.99
"Battle Between Ghatotkacha and Karna, illustrated folio from a manuscript of the Mahabharata",Unknown Artist,c. 1670,https://nrs.harvard.edu/urn-3:HUAM:ISL10327_dynmc,"This is a detached folio from a manuscript of the Mahabharata. The text is written in black ink in Devanagari script on both sides, and on the recto it surrounds a painting.  The painting depicts a climactic moment in the Kurukshetra war between the Pandavas and the Kauravas. Specifically, this is the battle between the magically-powered and comparatively coarse-featured Ghatotkacha (upper right, identified by a label in the margin above) and Karna, the best fighter on the Kaurava side.",5847.21
Love and Death,Bernard Picart,1719,https://nrs.harvard.edu/urn-3:HUAM:INV188176_dynmc,,2042.82
Manuscript of the Bustan by Sa`di,Unknown Artist,1551,https://nrs.harvard.edu/urn-3:HUAM:DDC102553_dynmc,,5344.44
"Manuchihr Enthroned (painting, recto; text, verso), folio from a manuscript of Hafiz-i Abru's  Majma' al-Tawarikh (The Assembly of Histories)",Unknown Artist,c. 1425-1430,https://nrs.harvard.edu/urn-3:HUAM:61585_dynmc,,7649.2
Whistle in the Form of a Dog,Unidentified Artist,,https://nrs.harvard.edu/urn-3:HUAM:INV143429_dynmc,,9051.21
"Folio 3 from a Manuscript of the Qur'an: Frontispiece, Fatiha (verso),",Unknown Artist,1757-1758,https://nrs.harvard.edu/urn-3:HUAM:DDC101443_dynmc,,6633.19
Cymbal,Unknown Artist,mid 13th-early 10th century BCE,https://nrs.harvard.edu/urn-3:HUAM:DDC247738_dynmc,,9939.47
"Folio from a Qur'an: Sura 87: end 19 - begin Sura 88: 1 - mid 6 (recto), Sura 88: mid 6 - mid 14 (verso), right-hand side of a bifolio",Unknown Artist,11th century,https://nrs.harvard.edu/urn-3:HUAM:CARP02036_dynmc,,7168.63
Square-Based Bell,Unknown Artist,1st century BCE-4th century CE,https://nrs.harvard.edu/urn-3:HUAM:LEG251249_dynmc,,2035.84
Manuscript of the Qur'an: Section (Juz') XIV,Unknown Artist,c. 1280,https://nrs.harvard.edu/urn-3:HUAM:DDC101463_dynmc,,5653.67
"Folio from a Qur'an: Sura 10: 60-61 (recto), Sura 10: 61-66 (verso), left-hand side of a bifolio",Unknown Artist,13th century,https://nrs.harvard.edu/urn-3:HUAM:75429_dynmc,,8307.62
"Boston Theatre, 1825, Federal Street",Henry Robertson Blaney,1891,https://nrs.harvard.edu/urn-3:HUAM:INV154372_dynmc,,6549.63
"Husayn Addressing the Umayyad Army at Karbala (painting , recto; text, verso), illustrated folio from a manuscript of Hadikatu'l-Su'ada (Garden of the Blessed by Mehmed ibn Suleyman Fuzuli",Unknown Artist,c. 1600,https://nrs.harvard.edu/urn-3:HUAM:72693_dynmc,,7786.32
"Text (recto and verso), folio 39 from a Manuscript of a Majmu`a of Persian Texts",Unknown Artist,16th-17th century,https://nrs.harvard.edu/urn-3:HUAM:DDC101898_dynmc,,8472.27
Picasso's Meninas,Richard Hamilton,1973,,,3446.27
"Text (recto and verso), folio from a manuscript of the Javahir al Ghara’ib Tarjomat Bahr al- `Aja’ib (Gems of Marvels: A Translation of the Sea of Wonders) by Mustafa Cenabi (Jannabi).",Unknown Artist,1582,https://nrs.harvard.edu/urn-3:HUAM:72329_dynmc,,8090.05
"XII: Death on the Cross, from the series ""Stations of the Cross of Atonement""",HAP Grieshaber,1969,,Natsume paper,6553.19
Manuscript of a Qur'an: Section (Juz') VIII,Unknown Artist,16th century,https://nrs.harvard.edu/urn-3:HUAM:DDC101139_dynmc,"This is a section from a part (juz VIII) of a Qur'an made up of 29 folios copied with 7 lines of vocalized muhaqqaq script on each page. The section contains the verses in sura 6 (An'am, The Cattle): 111-165 and sura 7 (A'raf, The Heights): 1-87. The only sura heading is written with gold letters in a frame outlined with blue lines. Its burgundy colored leather binding has been stamped with a central oval medallion and two pendants, and decorated with leaves and flowers on a scroll in a style typical of the 16th century Ottoman decorative repertoire. The flap also has a central medallion. The binding has been cut towards its spine possibly during a repair which has created an imbalanced appearance for the central medallion.",6379.08
Ordination Text and Illustrations,Unknown Artist,early 19th Century,https://nrs.harvard.edu/urn-3:HUAM:INV006204_dynmc,,1761.56
Bookbinding for a Qur'an,Unknown Artist,16th-17th century,https://nrs.harvard.edu/urn-3:HUAM:DDC101176_dynmc,,8239.37
Illustrated Manuscript of the Khamsa by Amir Khusraw of Delhi (d. 1325),Unknown Artist,16th century,https://nrs.harvard.edu/urn-3:HUAM:DDC102478_dynmc,,8760.01
The Birthplace of Paul Revere,Henry Robertson Blaney,1891,https://nrs.harvard.edu/urn-3:HUAM:INV154349_dynmc,,8922.11
"King's Head Tavern, 1660-1870, North End, Lewis Street",Henry Robertson Blaney,1893,https://nrs.harvard.edu/urn-3:HUAM:INV154364_dynmc,,9035.31
"Painting (verso), folio 28 from a Manuscript of a Majmu`a of Persian Texts",Unknown Artist,16th-17th century,https://nrs.harvard.edu/urn-3:HUAM:30758_dynmc,,7751.26
"Text (recto), Muzdalifa and al-Mash`ar al-Haram (painting with text, verso), folio 29 from a Manuscript of a Majmu`a of Persian Texts.",Unknown Artist,16th-17th century,https://nrs.harvard.edu/urn-3:HUAM:DDC101921_dynmc,,9980.4
Illustrated Manuscript of the Qisas al-Anbiya (Tales of the Prophets) of Ishaq b. Ibrahim al-Nayshaburi,Unknown Artist,second half of the 16th century,https://nrs.harvard.edu/urn-3:HUAM:71656_dynmc,,5272.92
"Dara and the Herdsman (painting, verso), Text (recto), folio 19 from a Manuscript of the Bustan by Sa‘di, Written for Sultan  ‘Abd al-‘Aziz (1540-50)",Shaykh Zada,c. 1531-1532,https://nrs.harvard.edu/urn-3:HUAM:DDC102255_dynmc,,7020.01
Fantastic Dance,Henri Bonaventure Monnier,19th century,https://nrs.harvard.edu/urn-3:HUAM:VRS34563_dynmc,,4521.27
Leather Binding from a Manuscript,Unknown Artist,15th century,https://nrs.harvard.edu/urn-3:HUAM:CARP02631_dynmc,,4361.47
"Cemetary (recto), Painting of Two Mosques (verso), folio 40 from a Manuscript of a Majmu`a of Persian Texts",Unknown Artist,16th-17th century,https://nrs.harvard.edu/urn-3:HUAM:DDC101899_dynmc,,8513.42
"Text (recto and verso), folio from a manuscript of a mystical text, right-hand side of a separated bifolio",Unknown Artist,16th century,https://nrs.harvard.edu/urn-3:HUAM:61696_dynmc,,1312.36
Finger Cymbal,Unknown Artist,1st-3rd century CE,https://nrs.harvard.edu/urn-3:HUAM:LEG251681_dynmc,,9326.93
"Manuscript of Discourses on the Festivals of Saint Michael, with ninety-three paintings",Unknown Artist,16th-17th century,https://nrs.harvard.edu/urn-3:HUAM:DDC253339_dynmc,,9011.37
Bendalls Lane,Henry Robertson Blaney,1894,https://nrs.harvard.edu/urn-3:HUAM:INV154353_dynmc,,4588.13
VI,Nicola Tyson,1997,,,6790.5
Boston in 1768,Henry Robertson Blaney,1894,https://nrs.harvard.edu/urn-3:HUAM:INV154341_dynmc,,7559.4
"Harem al Sharif at Mecca, illustrated folio from a manuscript of the Javahir al Ghara’ib Tarjomat Bahr al- `Aja’ib (Gems of Marvels: A Translation of the Sea of Wonders) by Mustafa Cenabi (Jannabi).",Unknown Artist,1582,https://nrs.harvard.edu/urn-3:HUAM:72745_dynmc,,5931.81
"Hartt House, Built 1724, Hull Street",Henry Robertson Blaney,1894,https://nrs.harvard.edu/urn-3:HUAM:INV154370_dynmc,,5805.82
Picnic Garbage Placemat,Geoffrey Hendricks,1973,,,1723.35
"The Defender of Calas Consoled for Not Having Been Able to Defend Baîlly, André  Chenier, and Camille Desmoulins",Honoré-Victorin Daumier,1871,https://nrs.harvard.edu/urn-3:HUAM:INV175961_dynmc,,9075.58
"Jeweled Pendant in the Form of a Dragon Sea Monster, with Neptune, a Nereid and a Triton Riding on its Back",Adriaen Collaert,1582,https://nrs.harvard.edu/urn-3:HUAM:INV190119_dynmc,,6256.99
"""Ah! my poor Mrs. Chaffarou, this is truly the end of us...there's the comet coming and the sun's going!...""",Honoré-Victorin Daumier,1857,https://nrs.harvard.edu/urn-3:HUAM:INV175325_dynmc,,5753.21
A Landscape,"John Pye, the Younger",1810,https://nrs.harvard.edu/urn-3:HUAM:INV035619_dynmc,,7428.7
Ten Folios from a Manuscript of a Legal Commentary,Unknown Artist,,https://nrs.harvard.edu/urn-3:HUAM:CARP02640_dynmc,,5733.99
"Gudarz Slays Piran (painting, recto; text, verso), folio from a manuscript of the Shahnama of Firdawsi",Unknown Artist,c. 1490,https://nrs.harvard.edu/urn-3:HUAM:61719_dynmc,,6380.79
"Text (recto and verso), folio from a manuscript of Yusuf va Zulaykha by Jami",Unknown Artist,18th century,https://nrs.harvard.edu/urn-3:HUAM:72864_dynmc,,3423.23
Manuscript of Dala'il al-Khayrat by Jazuli,Jazuli,16th century,https://nrs.harvard.edu/urn-3:HUAM:DDC101834_dynmc,,4666.2
The Sea and the Sky,Lawrence Charles Weiner,1997,,,2194.09
Portrait No. 13:  Wolfgang Petrick,Wolfgang Petrick,1971,,printed title page,2917.54
Illustrated Manuscript of Layla and Majnun by Hamdi,Unknown Artist,c. 1579,https://nrs.harvard.edu/urn-3:HUAM:DDC102348_dynmc,"This is a small illustrated copy of Hamdi’s Layla and Majnun. Hamdi (d. 1503) was an Ottoman poet who wrote his Layla and Majnun in Turkish in 1499 after the famous Persian work of Jami with the same title. In fact Hamdi references in his own poetry Hatifi, the nephew of Jami who also composed a Layla and Majnun in Persian. Although this copy is not dated, notes added to the empty space at the beginning of the manuscript by the same hand who copied the rest of the manuscript include poems dedicated to Sokollu Mehmed Pasha’s death in 987 H/1579. The manuscript was therefore copied in or around 1579 and it may have been planned for this Pasha who was the grand vizier at that time. The square and oval shaped seals on the first and second folios must have belonged to later but unidentified owners.
The manuscript has 123 folios copied in two columns and 17 lines of nastaliq script. There is a small illuminated panel at the beginning of the text and seven illustrations spread to the entirety of the manuscript on folios 14r, 22v, 39v, 46v, 50v, 108v, and 110r. Although the relationship between the text and the illustrations is strong the painter uses his Ottoman context to depict a story that takes place in an Arab desert. The last folio which may have contained an original colophon has been replaced by another one. The lacquer binding is not original and probably belonged to a Qajar manuscript of late 18th century from Iran. Most likely the doublures (inner side of the covers) have been reversed to serve as the outside covers.

The subject of the illustrations are:
14r:  Majnun disguised as a blind beggar comes to Layla’s house.
22v: Majnun’s father visits Layla’s father to marry his son to Layla.
39v: Layla and her friends enjoy the countryside on a spring day. 
46v:  Majnun sees the battle between his tribe and Layla's.
50v: The end of the battle 
108v: After Layla’s invitation Majnun happily goes to her and all the animals in the desert follow him. 
110r: The lovers are reunited under the tent.

",5506.19
Landscape of Man in Nuclear Age,Berta R. Golahny,20th century,,,5381.39
State Street and the Old State House,Henry Robertson Blaney,1888,https://nrs.harvard.edu/urn-3:HUAM:INV154368_dynmc,,1969.37
"Bauhaus Building, Dessau, 1925-1926: Basement plan",Walter Gropius,1925-1926,https://nrs.harvard.edu/urn-3:HUAM:51324_dynmc,holes at corners,5567.1
"Jeweled Pendant in the Form of a Dragon Sea Monster, with Neptune and a Triton Riding on its Back",Adriaen Collaert,1582,https://nrs.harvard.edu/urn-3:HUAM:INV190115_dynmc,,1220.73
Illustrated Manuscript of An`am-i Sharif (Prayer Book) in Ottoman Turkish and Arabic,Unknown Artist,c. 1790,https://nrs.harvard.edu/urn-3:HUAM:DDC110930_dynmc,"This small manuscript is a composite of texts interspersed with twenty-two illuminated calligraphic compositions, including the footprint, hand, sandal, and sword of the Prophet Muhammad. There are also calligraphic seals of the prophets as well as names of God.
The texts  include fragmentary chapters of the Qur'an, Turkish prayers written in the eighteenth century, and a nineteenth-century copy of the Futuh al-Haramayn. The last is a pilgrims' guide to the two holiest shrines of Islam, the Kaᶜba at Mecca and the Tomb of the Prophet at Medina.",6476.1
"Old King's Head Tavern, Built 1660, Razed 1870",Henry Robertson Blaney,1891,https://nrs.harvard.edu/urn-3:HUAM:INV154348_dynmc,,8381.31
"Painting with Text (recto), Text (verso), folio 24 from a Manuscript of a Majmu`a of Persian Texts",Unknown Artist,16th-17th century,https://nrs.harvard.edu/urn-3:HUAM:DDC101893_dynmc,,7280.23
Finger Cymbal,Unknown Artist,1st-3rd century CE,https://nrs.harvard.edu/urn-3:HUAM:LEG251683_dynmc,,5398.31
"Timur Celebrates His Conquest of Delhi (painting, verso; text, recto), illustrated folio from the Zafarnama (Book of Victory) of Sharaf al-Din 'Ali Yazdi",Unknown Artist,1436,https://nrs.harvard.edu/urn-3:HUAM:51809_dynmc,,7858.59
"Folio from a Qur'an: Sura 77: 48 - 50 (recto), inscription (verso)",Unknown Artist,10th century,https://nrs.harvard.edu/urn-3:HUAM:CARP02053_dynmc,,8292.75
"Sheafe House, Built l734, Razed 1887, Headquarters of Lord Peter",Henry Robertson Blaney,1894,https://nrs.harvard.edu/urn-3:HUAM:INV154346_dynmc,,9296.64
The Bible in Pictures,Julius Schnorr von Carolsfeld,1858,https://nrs.harvard.edu/urn-3:HUAM:INV208057_dynmc,,6398.35
"Old State House, Boston",Henry Robertson Blaney,1894,https://nrs.harvard.edu/urn-3:HUAM:INV154369_dynmc,,3584.05
